Product Link,Image URL,Product Name,Product Price,Rating,Number of Ratings,Specifications
https://www.daraz.com.np/products/dell-vostro-i5-11th-gen-8512-i128194710.html,https://img.drz.lazcdn.com/static/np/p/7b17c9426a3601adc8377c7ea16056f6.jpg_720x720q80.jpg_.webp,Dell Vostro i5-11th Gen 8/512,"Rs. 79,999",4.0,1 Ratings,Brand: No Brand; SKU: 128194710_NP-1035310553; Display Size: 15.6 Inch; Operating System: Windows; CPU Cores: Not Specified; Ram Memory: 8GB; Storage Capacity: 512GB; Processor: Intel Core i5; Generation: 11th
https://www.daraz.com.np/products/honor-magicbook-x14-2023-12th-gen-intel-core-i5-12450h-8gb512gb-nvme-ssd-14-inch-3556-cm-fhd-ips-anti-glare-tl-laptopwin-11backlit-keyboardfingerprint-login143kg-gray-i128169275.html,https://img.drz.lazcdn.com/static/np/p/a64dab4047d54bde747fa1a2e05d8e65.jpg_720x720q80.jpg_.webp,"HONOR MagicBook X14 (2023), 12th Gen Intel Core i5-12450H (8GB/512GB NVMe SSD, 14-inch (35.56 cm) FHD IPS Anti-Glare T&L Laptop/Win 11/Backlit Keyboard/Fingerprint Login/1.43Kg), Gray","Rs. 119,000",5.0,1 Ratings,
https://www.daraz.com.np/products/hp-probook-440-g10-i5-13th-gen8gb-ram512gb-ssd14-hd-display-i128298982.html,https://img.drz.lazcdn.com/static/np/p/6126fe75744f7b158710219e00419be0.jpg_720x720q80.jpg_.webp,HP ProBook 440 G10 I5-13th Gen/8GB RAM/512GB SSD/14 HD Display,"Rs. 96,899",5.0,1 Ratings,Brand: No Brand; SKU: 128298982_NP-1035571225; Display Size: 14 Inch; Operating System: Windows; CPU Cores: Hexa Core; Ram Memory: 8GB; Storage Capacity: 512GB; Processor: Intel Core i5; Generation: 13th
https://www.daraz.com.np/products/lenovo-ideapad-slim-3-15amn8-amd-ryzen-5-7520u-processor-8gb-ram-512gb-ssd-156-fhd-1920-x-1080-ips-display-i158550462.html,https://img.drz.lazcdn.com/static/np/p/9a5a7e19e06eb3e0bf51dbfccc2846ab.png_720x720q80.png_.webp,"Lenovo IdeaPad Slim 3 15AMN8 (AMD Ryzen 5 7520U Processor | 8GB RAM | 512GB SSD | 15.6"" FHD (1920 x 1080) IPS Display","Rs. 68,000",0,No Ratings,
https://www.daraz.com.np/products/acer-aspire-5-15-2023-13th-gen-i5-16gb-ram-512gb-ssd-156-fhd-display-i163643128.html,https://img.drz.lazcdn.com/static/np/p/25ace86a5d953d3da7c137c1cf88c344.jpg_720x720q80.jpg_.webp,"Acer Aspire 5 15 2023 13th Gen i5 16GB RAM, 512GB SSD, 15.6"" FHD Display","Rs. 72,000",5.0,1 Ratings,
https://www.daraz.com.np/products/dell-latitude-e5300-2-in-1-360-fold-i5-8th-gen-8-gb-ram-256-gb-ssd-133-screen-i129532301.html,https://img.drz.lazcdn.com/g/kf/S3f7ca7e5e2d9467892388737d063c870L.jpg_720x720q80.jpg_.webp,"Dell Latitude E5300 2 in 1 360 Fold I5-8th Gen | 8 GB RAM | 256 GB SSD | 13.3"" Screen","Rs. 54,999",0,No Ratings,Brand: No Brand; SKU: 129532301_NP-1055727021; Display Size: 13.3 Inch; Operating System: Windows; CPU Cores: Quad Core; Ram Memory: 8GB; Storage Capacity: 256GB; Processor: Intel Core i5; Generation: 8th
https://www.daraz.com.np/products/asus-zenbook-14-um3402ya-2023-ryzen-5-7530-8gb-ram-512gb-nvme-ssd-14-2k-display-backlit-kb-magic-numpad-fingerprint-genuine-win-11-2-years-jade-black-nagmani-international-i127307372.html,https://img.drz.lazcdn.com/static/np/p/ea9351092272afa7e2011deb26bb0aaa.png_720x720q80.png_.webp,"Asus 2023 Zenbook 14 Um3402Ya - 7Th, Ryzen 5 7530, 8Gb Ram, 512Gb Nvme Ssd, 14"" 2K Display , Backlit Keyboard, Magic Numpad, Fingerprint, Genuine Win 11, 2 Years, Jade Black - Nagmani International","Rs. 118,900",5.0,1 Ratings,Brand: ASUS; SKU: 127307372_NP-1034511702; Ram Memory: 8GB; Operating System: Windows; Generation: 7th; CPU Cores: Not Specified; Storage Capacity: 512GB; Display Size: 14 Inch; Processor: AMD
https://www.daraz.com.np/products/acer-nitro-v-15-2023-intel-core-i5-13420h-16gb-ddr5-ram-512gb-ssd-nvidia-rtx-3050-6gb-graphics-card-156fhd-144hz-i163640213.html,https://img.drz.lazcdn.com/static/np/p/38fd1ece373b9cbb4a776e80e9809150.png_720x720q80.png_.webp,"Acer Nitro V 15 2023 Intel Core i5 13420H 16GB DDR5 RAM 512GB SSD NVIDIA RTX 3050 6GB Graphics Card 15.6""FHD 144Hz","Rs. 114,000",0,No Ratings,
https://www.daraz.com.np/products/acer-swift-go-14-intel-evo-i7-13th-gen-1355u-16gb-ddr5-ram-512gb-nvme-ssd-intel-integrated-graphics-14-1920-x-1200-touch-display-backlit-keyboard-fingerprint-windows-11-silver-i130050845.html,https://img.drz.lazcdn.com/static/np/p/25548143aa41ecf7ebbd370d3300ef5d.jpg_720x720q80.jpg_.webp,Acer Swift Go 14 Intel EVO i7 13th Gen 1355U – 16GB DDR5 RAM – 512GB NVMe SSD – Intel Integrated Graphics – 14″ ( 1920 x 1200 ) Touch Display – Backlit Keyboard – FingerPrint – Windows 11 – Silver,"Rs. 115,999",0,No Ratings,
https://www.daraz.com.np/products/acer-aspire-14-intel-core-5-14th-gen-120u-16gb-ddr5-ram-512gb-nvme-gen-4-ssd-intel-integrated-graphics-14-fhd-display-steel-grey-i164160221.html,https://img.drz.lazcdn.com/static/np/p/80b58b15d83c15ea66a22311d563ed46.jpg_720x720q80.jpg_.webp,Acer Aspire 14 Intel Core 5 14th Gen 120U – 16GB DDR5 RAM – 512GB NVMe Gen 4 SSD – Intel Integrated Graphics – 14″ FHD Display – Steel Grey,"Rs. 86,999",0,No Ratings,
https://www.daraz.com.np/products/acer-swift-go-14-ai-powered-intel-evo-ultra-7-155h-16gb-ddr5-ram-512gb-nvme-gen-4-ssd-intel-arc-graphics-14-28k-oled-display-backlit-keyboard-fingerprint-silver-i155609387.html,https://img.drz.lazcdn.com/static/np/p/d8fc24ab351b628b38b45b30d27c65f0.jpg_720x720q80.jpg_.webp,Acer Swift Go 14 AI Powered Intel EVO Ultra 7 155H – 16GB DDR5 RAM – 512GB NVMe Gen 4 SSD – Intel ARC Graphics – 14″ 2.8K OLED Display – Backlit Keyboard – Fingerprint – Silver,"Rs. 134,999",0,No Ratings,
https://www.daraz.com.np/products/dell-inspiron-15-3530-i5-13th-gen-1335u-8gb-512ssd-intel-uhd-fhd-i130182711.html,https://img.drz.lazcdn.com/static/np/p/f93ecc9e14330dbd52ea8c9468f57511.jpg_720x720q80.jpg_.webp,Dell Inspiron 15 3530 i5 13th Gen - 1335U | 8GB | 512SSD | Intel UHD | FHD,"Rs. 84,000",0,No Ratings,Brand: No Brand; SKU: 130182711_NP-1038083913; Wireless Connectivity: WIFI + Bluetooth; Display Size: 15.6 Inch; Operating System: Windows; CPU Cores: Deca Core; Ram Memory: 8GB; Model No.: 3530; Touch Pad: Yes; Storage Capacity: 512GB; Processor: Intel Core i5; Storage Type: SSD; Touch: No; Generation: 13th
https://www.daraz.com.np/products/hp-laptop-15s-eq2116au-amd-ryzen-5-5500u-512gb-ssd-8gb-ddr4-ram-156-inches-fhd-i125649324.html,https://img.drz.lazcdn.com/static/np/p/c780b749d6693762c0314df4c6f048b1.jpg_720x720q80.jpg_.webp,HP Laptop 15S-EQ2116AU| AMD Ryzen 5 5500U| 512GB SSD| 8GB DDR4 RAM| 15.6 Inches FHD,"Rs. 74,998",0,No Ratings,Brand: No Brand; SKU: 125649324_NP-1034073815; Storage Capacity: 512GB; Ram Memory: 8GB; Display Size: 15.6 Inch; Operating System: Windows; Processor: AMD; Generation: 11th; CPU Cores: Quad Core; Model No.: HP NOTEBOOK 15S EQ2116AU
https://www.daraz.com.np/products/acer-predator-helios-neo-16-i7-13th-gen-rtx-4060-16gb-ram-1tb-ssd-16-165hz-display-i128487163.html,https://img.drz.lazcdn.com/static/np/p/758a7bba15ab4d05024b1059151235d4.jpg_720x720q80.jpg_.webp,"Acer Predator Helios Neo 16 / i7 13th Gen / RTX 4060 / 16GB RAM / 1TB SSD / 16"" 165Hz Display","Rs. 196,490",0,No Ratings,Brand: No Brand; SKU: 128487163_NP-1035976835; Display Size: Not Specified; Processor: Intel Core i7; Operating System: Windows; Generation: 13th
https://www.daraz.com.np/products/asus-vivobook-x413ja-i3-10th-gen-4gb-ram-128gb-ssd-14-fhd-display-i125217418.html,https://img.drz.lazcdn.com/static/np/p/cca0d791c96dd119c805da9031de6da9.jpg_720x720q80.jpg_.webp,"Asus VivoBook X413JA i3 10th Gen 4GB RAM 128GB SSD 14"" FHD display","Rs. 59,000",0,No Ratings,Brand: No Brand; SKU: 125217418_NP-1033989937; Ram Memory: 4GB; Operating System: Windows 10; Generation: 10th; CPU Cores: Quad Core; Storage Capacity: 128GB; Display Size: 14 Inch; Processor: Intel Core i3
https://www.daraz.com.np/products/dell-vostro-3520-i5-12th-gen-8gb-ram-256gb-ssd-156-120hz-fhd-black-i135851575.html,https://img.drz.lazcdn.com/static/np/p/c0b1fce9b8c63a95663fac5b82790858.jpg_720x720q80.jpg_.webp,"Dell Vostro 3520 i5 12th Gen | 8GB RAM | 256GB SSD | 15.6"" 120Hz FHD | Black","Rs. 61,500",0,No Ratings,Brand: No Brand; SKU: 135851575_NP-1061015070; Ram Memory: 8GB; Operating System: Windows; Generation: 12th; CPU Cores: Deca Core; Storage Capacity: 256GB; Display Size: 15.6 Inch; Processor: Intel Core i5
https://www.daraz.com.np/products/acer-aspire-5-i7-12th-gen-8gb-ram-512gb-ssd-156-fhd-i128489193.html,https://img.drz.lazcdn.com/static/np/p/6ea74e7d7f8ba4946a9265ce7a33c0b5.jpg_720x720q80.jpg_.webp,Acer Aspire 5 i7 12th Gen 8GB RAM 512GB SSD 15.6″ FHD,"Rs. 115,000",0,No Ratings,Brand: No Brand; SKU: 128489193_NP-1035977819; Display Size: 15.6 Inch; CPU Cores: Octa Core; Ram Memory: 8GB; Storage Capacity: 512GB
https://www.daraz.com.np/products/hp-15s-eq2120au-ryzen7-8gb-ram512gb-ssdos-i125217430.html,https://img.drz.lazcdn.com/static/np/p/9289956775b97e59b5aa212b147b5de6.jpg_720x720q80.jpg_.webp,HP 15S-EQ2120AU RYZEN7 8GB RAM/512GB SSD/OS,"Rs. 90,000",0,No Ratings,Brand: HP; SKU: 125217430_NP-1033989941; Storage Capacity: 512GB; Ram Memory: 8GB; Display Size: 15.6 Inch; Operating System: Windows; Processor: Ryzen 7; Generation: Not Specified; CPU Cores: Quad Core
https://www.daraz.com.np/products/asus-vivobook-pro-m6400rc-6th-ryzen-7-6800h-16-gb-1tb-nvme-ssd-14-inch-oled-display-magic-numpad-fingerprint-nvidia-rtx-3050-backlit-keyboard-i121113849.html,https://img.drz.lazcdn.com/static/np/p/dd2fa7647c2b80b1447ac313ce6906ee.png_720x720q80.png_.webp,"Asus Vivobook Pro M6400rc -6th, Ryzen 7 6800H, 16 GB, 1TB NVME SSD , 14 inch Oled Display, Magic Numpad, Fingerprint, Nvidia RTX 3050, Backlit Keyboard","Rs. 180,000",0,No Ratings,
https://www.daraz.com.np/products/acer-swift-go-2023-13th-gen-i7-13700h-16gb-ram-1tb-ssd-14-28k-oled-display-backlight-keyboard-i127992936.html,https://img.drz.lazcdn.com/static/np/p/a4323d953fbd7545829b05b05a18a7c9.jpg_720x720q80.jpg_.webp,"Acer Swift Go 2023 13Th Gen i7 13700H / 16GB RAM / 1TB SSD / 14"" 2.8K OLED display / Backlight Keyboard","Rs. 168,480",0,No Ratings,Brand: No Brand; SKU: 127992936_NP-1035039758; Storage Capacity: 512GB; Ram Memory: 16GB; Display Size: 14 Inch; Operating System: Windows; Generation: 13th; Processor: Intel Core i7; CPU Cores: Hexa Core
https://www.daraz.com.np/products/lenovo-thinkpad-yoga-l13-gen-4-13th-gen-intel-core-i7-1355u-133-ips-wuxga-16gb-1tb-nvme-ssd-fingerprint-win-11-backlit-kb-3-year-warranty-nagmani-international-i133187927.html,https://img.drz.lazcdn.com/static/np/p/b98695d167779fbc7489ecc45f4e31de.png_720x720q80.png_.webp,"Lenovo Thinkpad Yoga L13 Gen 4 - 13th Gen Intel Core i7 1355U, 13.3"" IPS WUXGA, 16GB, 1TB NVMe SSD, Fingerprint Win 11, Backlit KB, 3 Year Warranty | NAGMANI INTERNATIONAL","Rs. 198,800",0,No Ratings,Brand: ; SKU: 
https://www.daraz.com.np/products/hp-laptop-15-ef2127wm-ryzen-5-5500u-8gb-ram-256gb-ssd-156-fhd-display-amd-radeon-graphic-natural-silver-i111976653.html,https://img.drz.lazcdn.com/static/np/p/9ef5049f5701532b87f4b3e7b99f8ef6.jpg_720x720q80.jpg_.webp,"Hp Laptop 15-ef2127wm / Ryzen 5 - 5500U / 8GB Ram / 256Gb Ssd / 15.6"" Fhd Display / Amd Radeon Graphic Natural Silver","Rs. 78,000",0,No Ratings,
https://www.daraz.com.np/products/lenovo-thinkpad-l14-gen-312-gen-intel-core-i7-1255u-1-tb-ssd-16-gb-ddr4-14-fhd-1920-x-1080-touch-screen-backlit-keyboard-fp-reader-win-11-pro-i148058010.html,https://img.drz.lazcdn.com/static/np/p/6861cc85c54475a8d574faf07d066266.jpg_720x720q80.jpg_.webp,"Lenovo ThinkPad L14 Gen 3,12 Gen Intel Core™ i7-1255U | 1 TB SSD | 16 GB DDR4| 14"" FHD (1920 x 1080) Touch Screen | Backlit Keyboard | FP Reader | Win 11 Pro","Rs. 164,499",0,No Ratings,
https://www.daraz.com.np/products/asus-zenbook-q408ug-ryzen-5-4500u-8gb-ram-256gb-ssd-mx450-2gb-14-fhd-display-i125217435.html,https://img.drz.lazcdn.com/static/np/p/1d0a6a5996809b348dd7f3bbfe484e0b.jpg_720x720q80.jpg_.webp,Asus ZenBook Q408UG Ryzen 5 4500U 8GB RAM 256GB SSD MX450 2GB 14” FHD display,"Rs. 105,000",0,No Ratings,Brand: No Brand; SKU: 125217435_NP-1033989946; Ram Memory: 8GB; Operating System: Windows; Generation: Not Specified; CPU Cores: Hexa Core; Storage Capacity: 256GB; Display Size: 14 Inch; Processor: Ryzen 5
https://www.daraz.com.np/products/acer-nitro-v15-intel-core-i5-13420h-processor-8-gb-ddr5-ram-512-gb-ssd-storage-invidia-geforce-rtx-4050-with-6-gb-graphics-156-inch-with-144hz-display-i128723108.html,https://img.drz.lazcdn.com/static/np/p/51f89729924cb02f1bab29375f688fbf.jpg_720x720q80.jpg_.webp,ACER NITRO V15 INTEL® CORE™ i5-13420H PROCESSOR | 8 GB DDR5 RAM || | 512 GB SSD STORAGE | INVIDIA® GeForce® RTX 4050 WITH 6 GB GRAPHICS | | 15.6 INCH WITH 144HZ DISPLAY,"Rs. 132,000",0,No Ratings,Brand: No Brand; SKU: 128723108_NP-1036508055; Display Size: 15.6 Inch; Operating System: Windows; Processor: Intel Core i5; Generation: 13th
https://www.daraz.com.np/products/acer-swift-5-2020-i7-10th-gen-8gb-ram-512gb-ssd-14-fhd-touch-display-i128217600.html,https://img.drz.lazcdn.com/static/np/p/1448fb2afd682b4c4e32d653cf6eaf1b.jpg_720x720q80.jpg_.webp,"Acer Swift 5 2020 i7 10Th Gen | 8GB RAM | 512GB SSD | 14"" FHD Touch Display","Rs. 130,000",0,No Ratings,Brand: No Brand; SKU: 128217600_NP-1035350569; Storage Capacity: 512GB; Ram Memory: 8GB; Display Size: 14 Inch; Operating System: Windows; Generation: 10th; Processor: Intel Core i7; CPU Cores: Quad Core
https://www.daraz.com.np/products/asus-rog-strix-g18-2024-g814jir-core-i9-14900hx-rtx-4070-16gb-ddr5-ram-512gb-ssd-18-wqxga-240hz-display-2-year-warranty-nagmani-international-i128128886.html,https://img.drz.lazcdn.com/static/np/p/a1faf127084040a405566bc842910986.png_720x720q80.png_.webp,"Asus ROG Strix G18 - 2024 G814JIR - Core i9 14900HX / RTX 4070 / 16GB DDR5 RAM / 512GB SSD / 18"" WQXGA 240Hz Display / 2 Year Warranty - Nagmani international","Rs. 341,900",0,No Ratings,Brand: ASUS; SKU: 128128886_NP-1035220959; Operating System: Windows; Generation: Not Specified; Display Size: 17.3 Inch; Processor: Intel Core i9
https://www.daraz.com.np/products/dell-inspiron-7391-i5-10th-gen-8gb-ram-256gb-ssd-133-fhd-display-i123265490.html,https://img.drz.lazcdn.com/static/np/p/4f1a2f8523feb7ef264e0021bd1c98b5.jpg_720x720q80.jpg_.webp,Dell Inspiron 7391 I5 10th Gen / 8GB RAM / 256GB SSD / 13.3'' FHD Display,"Rs. 118,000",0,No Ratings,Brand: No Brand; SKU: 123265490_NP-1033498008; Storage Capacity: 256GB; Ram Memory: 8GB; Display Size: 13.3 Inch; Operating System: Windows; Processor: Intel Core-i5; Generation: 10th; CPU Cores: Quad Core
https://www.daraz.com.np/products/dell-inspiron-16-5625-amd-ryzen-5-5625u-8gb-ram-512gb-ssd-16-fhd-display-amd-radeon-graphics-i154047702.html,https://img.drz.lazcdn.com/static/np/p/2ab4b3bdb19e588f3a17d60443fe4eaa.jpg_720x720q80.jpg_.webp,"Dell Inspiron 16 5625 AMD Ryzen 5 5625U 8GB RAM 512GB SSD 16"" FHD+ Display AMD Radeon Graphics","Rs. 103,000",0,No Ratings,Brand: No Brand; SKU: 154047702_NP-1112169306; Ram Memory: 8GB; Operating System: Windows; Generation: 13th; CPU Cores: Hexa Core; Storage Capacity: 512GB; Touch: No
https://www.daraz.com.np/products/lenovo-ideapad-1-celeron-n4020-8gb-ram-256gb-ssd-14-i123635629.html,https://img.drz.lazcdn.com/static/np/p/0a40e7ec6cf22338bd12e9695bd1f843.jpg_720x720q80.jpg_.webp,Lenovo Ideapad 1 | Celeron N4020 | 8GB RAM | 256GB SSD | 14″,"Rs. 36,898",0,No Ratings,Brand: No Brand; SKU: 123635629_NP-1033582618; Ram Memory: 8GB; Operating System: Windows; Generation: Not Specified; CPU Cores: Dual Core; Storage Capacity: 256GB; Display Size: 14 Inch; Processor: Intel Celeron; Model No.: IP1 15IGL7
https://www.daraz.com.np/products/asus-zenbook-duo-ux482eg-i7-11th-gen-16gb-ram-1tb-ssd-mx450-stylus-14-fhd-touchscreen-126-fhd-touch-i139175760.html,https://img.drz.lazcdn.com/static/np/p/f029d113fb9d7dd4376c162f6090d384.jpg_720x720q80.jpg_.webp,"ASUS ZENBOOK DUO UX482EG i7 11TH GEN/ 16GB RAM/ 1TB SSD/ MX450 / STYLUS/ 14"" FHD Touchscreen + 12.6"" FHD TOUCH","Rs. 236,500",0,No Ratings,Brand: No Brand; SKU: 139175760_NP-1070496113; Display Size: 14 Inch; Operating System: Not Specified; CPU Cores: Not Specified; Ram Memory: 16GB; Storage Capacity: 1TB; Processor: Not Specified; Generation: 
https://www.daraz.com.np/products/lenovo-laptop-intel-celeron-processor-4-gb-256-gb-ssd-156-display-black-i126011539.html,https://img.drz.lazcdn.com/static/np/p/aa163e85e760defeb84fc6747fb0f8b3.jpg_720x720q80.jpg_.webp,Lenovo Laptop Intel Celeron Processor 4 GB| 256 GB SSD| 15.6'' Display Black,"Rs. 34,500",0,No Ratings,Brand: No Brand; SKU: 126011539_NP-1034146119; Ram Memory: 4GB; Operating System: Windows; Generation: Not Specified; CPU Cores: Dual Core; Storage Capacity: 256GB; Touch: No; Display Size: 15.6 Inch; Wireless Connectivity: WIFI + Bluetooth; Processor: Intel Celeron; Model No.: V15
https://www.daraz.com.np/products/tk-e142-8gb-ram-256gb-rom-intel-n4020-windows-11-140-inch-display-long-lasting-battery-smooth-multitasking-seamless-connectivity-ideal-for-work-entertainment-i161624836.html,https://img.drz.lazcdn.com/static/np/p/e7b04dd8213acacf0c2ae5ce55e36dfd.jpg_720x720q80.jpg_.webp,TK-E142 | 8GB RAM | 256GB ROM | Intel N4020 | Windows 11 | 14.0-inch Display | Long-lasting Battery | Smooth Multitasking | Seamless Connectivity | Ideal for Work & Entertainment,"Rs. 40,000",0,No Ratings,Brand: No Brand; SKU: 161624836_NP-1149880116; Ram Memory: 8GB; Operating System: Windows; Generation: 7th; CPU Cores: Dual Core; Storage Capacity: 256GB; Display Size: 14 Inch; Processor: Celeron
https://www.daraz.com.np/products/hp-laptop-14-13th-gen-intel-core-i3-1315u-14-inch-fhd-8gb-ddr4-256-gb-ssd-intel-uhd-graphics-i140175146.html,https://img.drz.lazcdn.com/static/np/p/3d6641e66c5c901cc952906d5a34f222.png_720x720q80.png_.webp,HP Laptop 14 | 13th Gen Intel Core i3-1315U | 14-inch FHD | 8GB DDR4 | 256 GB SSD | Intel UHD Graphics |,"Rs. 55,000",4.0,1 Ratings,Brand: No Brand; SKU: 140175146_NP-1072929972; Ram Memory: 8GB; Operating System: Windows; Generation: 13th; CPU Cores: Not Specified; Storage Capacity: 256GB; Display Size: 14 Inch; Processor: Intel Core i3
https://www.daraz.com.np/products/lenovo-thinkpad-x1-carbon-2020-i5-10th-gen-16gb-ram-512gb-ssd-14-fhd-i120369113.html,https://img.drz.lazcdn.com/static/np/p/93eb5e40e1e2c132076c27ed40a0fc40.jpg_720x720q80.jpg_.webp,"Lenovo ThinkPad X1 Carbon 2020 i5 10th Gen / 16GB RAM / 512GB SSD / 14"" FHD","Rs. 176,400",0,No Ratings,Brand: No Brand; SKU: 120369113_NP-1032859399; Display Size: 14 Inch; Operating System: Windows 10; Processor: Intel Core i5; Generation: 10th
https://www.daraz.com.np/products/lenovo-ideapad-1-celeron-4gb-256ssd-14-laptop-i158951799.html,https://img.drz.lazcdn.com/static/np/p/819429fd46c675e707909fd9171d2692.jpg_720x720q80.jpg_.webp,Lenovo Ideapad 1 Celeron | 4GB | 256ssd | 14 Laptop,"Rs. 33,490",0,No Ratings,Brand: ; SKU: 
https://www.daraz.com.np/products/acer-aspire-3-spincore-i3-n305-13th-gen-8-gb-ddr5-ram-256gb-ssd14-x360-touch-win-11-i134997098.html,https://img.drz.lazcdn.com/static/np/p/3f18b05e5d684fed85870239fcdc6ebf.jpg_720x720q80.jpg_.webp,"Acer Aspire 3 SpinCore i3- N305 13th Gen / 8 GB DDR5 RAM/ 256GB SSD/14"" X360 Touch / Win 11","Rs. 61,990",0,No Ratings,
https://www.daraz.com.np/products/lenovo-ideapad-slim-3-14irh8-13-gen-intel-core-i5-13420h-16-gb-ddr5-512-gb-ssd-14-fhd-19201080-backlight-keyboard-win-11-i162133922.html,https://img.drz.lazcdn.com/static/np/p/8cebe1082c85493dd040e392fbdb80d9.png_720x720q80.png_.webp,Lenovo IdeaPad Slim 3 14IRH8 13 Gen Intel Core i5-13420H | 16 GB DDR5 | 512 GB SSD | 14″ FHD (1920×1080) | Backlight Keyboard | Win 11,"Rs. 79,499",0,No Ratings,
https://www.daraz.com.np/products/acer-aspire-3-15-amd-ryzen-7-5700u-16gb-ddr4-512gb-nvme-ssd-156-fhd-display-pure-silver-i150032296.html,https://img.drz.lazcdn.com/static/np/p/5c4f38ac352f48f3a361529ef9255a89.png_720x720q80.png_.webp,"Acer Aspire 3 15 | AMD Ryzen 7 5700U | 16GB DDR4 | 512GB NVMe SSD | 15.6"" FHD Display | Pure Silver","Rs. 69,999",0,No Ratings,Brand: No Brand; SKU: 150032296_NP-1105137737; Ram Memory: 16GB; Operating System: Windows; Generation: Not Specified; CPU Cores: Not Specified; Storage Capacity: 512GB; Touch: No; Storage Type: SSD; Touch Pad: Yes; Display Size: 15.6 Inch; Wireless Connectivity: WIFI + Bluetooth; Processor: Ryzen 7; Model No.: Aspire 3 15 A315-44P-R263
https://www.daraz.com.np/products/acer-aspire-3-amd-ryzen-5-7520u-8gb-ram-512gb-ssd-156-fhd-integrated-amd-graphics-silver-dos-i128951538.html,https://img.drz.lazcdn.com/static/np/p/f4f1417e4b22a008f06a2a489b609cf3.jpg_720x720q80.jpg_.webp,"Acer aspire 3 AMD Ryzen 5 7520U, 8GB RAM, 512GB SSD, 15.6 FHD, Integrated AMD Graphics, Silver, DOS","Rs. 65,900",0,No Ratings,Brand: No Brand; SKU: 128951538_NP-1036922351; Display Size: 15.6 Inch; Operating System: DOS; CPU Cores: Octa Core; Ram Memory: 8GB; Storage Capacity: 512GB; Processor: AMD; Generation: 10th
https://www.daraz.com.np/products/asus-vivobook-go-15-e1504fa-nj524w-ryzen-5-7520u-8gb-512gb-ssd-radeon-graphics-fhd-i157801764.html,https://img.drz.lazcdn.com/static/np/p/c2e3daa3d95ba85cc8fed4354da58091.png_720x720q80.png_.webp,Asus Vivobook Go 15 E1504FA-NJ524W Ryzen-5 - 7520U | 8GB | 512GB SSD | Radeon Graphics | FHD,"Rs. 77,500",0,No Ratings,
https://www.daraz.com.np/products/asus-vivobook-go-15-intel-core-i3-13th-gen-8gb-ram-ddr4-128gb-ssd-156-full-hd-windows-11-home-genuine-laptop-i146360419.html,https://img.drz.lazcdn.com/static/np/p/e514bfed3d4dd0483cd264d34d8df532.jpg_720x720q80.jpg_.webp,ASUS VivoBook GO 15 Intel Core i3 13th Gen 8GB RAM DDR4 128GB SSD 15.6″ Full HD Windows 11 Home Genuine Laptop,"Rs. 58,990",0,No Ratings,
https://www.daraz.com.np/products/asus-vivobook-i3-12th-generation-x1404z-i159646138.html,https://img.drz.lazcdn.com/static/np/p/bfbb41772334ab0e6984b6beb3e9dfeb.jpg_720x720q80.jpg_.webp,Asus Vivobook,"Rs. 54,000",0,No Ratings,
https://www.daraz.com.np/products/lenovo-ideapad-1-i3-12th-gen-8gb-256ssd-14-laptop-i158967396.html,https://img.drz.lazcdn.com/static/np/p/fd5da47541b9c57b48e9c5495c6bd5a1.jpg_720x720q80.jpg_.webp,"Lenovo Ideapad 1 i3 12th Gen | 8GB | 256ssd | 14"" Laptop","Rs. 47,990",0,No Ratings,Brand: ; SKU: 
